site,name,year,month,day,tmin,tmax,date,working,demand,area_string
DA,Dock Area,2017,06,10,4.5,14.7,2017-06-10,Weekend,17.5,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,10,4.5,14.7,2017-06-10,Weekend,21.81,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,10,4.5,14.7,2017-06-10,Weekend,8.55,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,11,1.3,17.1,2017-06-11,Weekend,17.6,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,11,1.3,17.1,2017-06-11,Weekend,21.79,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,11,1.3,17.1,2017-06-11,Weekend,8.06,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,12,3.4,15.6,2017-06-12,Weekday,16.17,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,12,3.4,15.6,2017-06-12,Weekday,23.77,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,12,3.4,15.6,2017-06-12,Weekday,8.9,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,13,7.3,13.6,2017-06-13,Weekday,17.83,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,13,7.3,13.6,2017-06-13,Weekday,24.55,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,13,7.3,13.6,2017-06-13,Weekday,12.67,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,14,1.9,16.7,2017-06-14,Weekday,18.37,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,14,1.9,16.7,2017-06-14,Weekday,24.24,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,14,1.9,16.7,2017-06-14,Weekday,13.38,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,15,3.9,17.4,2017-06-15,Weekday,17.61,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,15,3.9,17.4,2017-06-15,Weekday,22.75,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,15,3.9,17.4,2017-06-15,Weekday,12.89,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,16,4.4,16.4,2017-06-16,Weekday,19.24,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,16,4.4,16.4,2017-06-16,Weekday,22.16,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,16,4.4,16.4,2017-06-16,Weekday,13.08,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,17,1.4,15.5,2017-06-17,Weekend,17,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,17,1.4,15.5,2017-06-17,Weekend,23.09,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,17,1.4,15.5,2017-06-17,Weekend,8.91,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,18,2.6,16.4,2017-06-18,Weekend,16.92,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,18,2.6,16.4,2017-06-18,Weekend,23.75,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,18,2.6,16.4,2017-06-18,Weekend,8.75,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,19,4.3,15.1,2017-06-19,Weekday,17.6,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,19,4.3,15.1,2017-06-19,Weekday,24.02,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,19,4.3,15.1,2017-06-19,Weekday,13.02,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,20,3.6,14.5,2017-06-20,Weekday,17.71,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,20,3.6,14.5,2017-06-20,Weekday,24.58,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,20,3.6,14.5,2017-06-20,Weekday,12.83,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,21,5.2,13.6,2017-06-21,Weekday,17.91,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,21,5.2,13.6,2017-06-21,Weekday,24.52,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,21,5.2,13.6,2017-06-21,Weekday,12.67,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,22,4.8,13.3,2017-06-22,Weekday,18.31,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,22,4.8,13.3,2017-06-22,Weekday,24.59,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,22,4.8,13.3,2017-06-22,Weekday,12.79,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,23,5.6,13.1,2017-06-23,Weekday,18.63,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,23,5.6,13.1,2017-06-23,Weekday,23.61,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,23,5.6,13.1,2017-06-23,Weekday,12.75,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,24,6.9,12.1,2017-06-24,Weekend,18.12,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,24,6.9,12.1,2017-06-24,Weekend,23.74,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,24,6.9,12.1,2017-06-24,Weekend,8.94,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,25,7.9,13,2017-06-25,Weekend,17.1,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,25,7.9,13,2017-06-25,Weekend,24.37,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,25,7.9,13,2017-06-25,Weekend,9,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,26,5.8,12.7,2017-06-26,Weekday,19.01,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,26,5.8,12.7,2017-06-26,Weekday,25.23,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,26,5.8,12.7,2017-06-26,Weekday,12.74,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,27,3.4,11.3,2017-06-27,Weekday,18.58,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,27,3.4,11.3,2017-06-27,Weekday,26.57,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,27,3.4,11.3,2017-06-27,Weekday,13.09,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,28,4.8,13.7,2017-06-28,Weekday,18.34,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,28,4.8,13.7,2017-06-28,Weekday,24.72,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,28,4.8,13.7,2017-06-28,Weekday,13.17,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,29,7.3,13,2017-06-29,Weekday,19.02,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,29,7.3,13,2017-06-29,Weekday,25.76,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,29,7.3,13,2017-06-29,Weekday,12.86,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,06,30,5.3,12,2017-06-30,Weekday,19.04,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,06,30,5.3,12,2017-06-30,Weekday,24.48,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,06,30,5.3,12,2017-06-30,Weekday,13.09,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,01,-1.3,12.6,2017-07-01,Weekend,18.31,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,01,-1.3,12.6,2017-07-01,Weekend,25.95,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,01,-1.3,12.6,2017-07-01,Weekend,9.64,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,02,-2.8,14.1,2017-07-02,Weekend,17.8,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,02,-2.8,14.1,2017-07-02,Weekend,27.36,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,02,-2.8,14.1,2017-07-02,Weekend,9.56,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,03,-0.5,13.3,2017-07-03,Weekday,19.32,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,03,-0.5,13.3,2017-07-03,Weekday,26.98,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,03,-0.5,13.3,2017-07-03,Weekday,13.65,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,04,9.3,15.6,2017-07-04,Weekday,18.34,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,04,9.3,15.6,2017-07-04,Weekday,23.84,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,04,9.3,15.6,2017-07-04,Weekday,12.74,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,05,9.9,15,2017-07-05,Weekday,18.93,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,05,9.9,15,2017-07-05,Weekday,23.59,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,05,9.9,15,2017-07-05,Weekday,12.45,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,06,2.8,14.3,2017-07-06,Weekday,19.24,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,06,2.8,14.3,2017-07-06,Weekday,25.01,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,06,2.8,14.3,2017-07-06,Weekday,13.2,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,07,5.4,13.5,2017-07-07,Weekday,19.27,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,07,5.4,13.5,2017-07-07,Weekday,22.93,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,07,5.4,13.5,2017-07-07,Weekday,13.1,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,08,2.8,13.5,2017-07-08,Weekend,18.71,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,08,2.8,13.5,2017-07-08,Weekend,23.35,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,08,2.8,13.5,2017-07-08,Weekend,8.37,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,09,6.6,13.4,2017-07-09,Weekend,18.22,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,09,6.6,13.4,2017-07-09,Weekend,24.71,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,09,6.6,13.4,2017-07-09,Weekend,8.74,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,10,6.8,14.9,2017-07-10,Weekday,18.49,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,10,6.8,14.9,2017-07-10,Weekday,24.01,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,10,6.8,14.9,2017-07-10,Weekday,13.01,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,11,5,14.5,2017-07-11,Weekday,18.82,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,11,5,14.5,2017-07-11,Weekday,24.63,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,11,5,14.5,2017-07-11,Weekday,12.65,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,12,0.3,15.2,2017-07-12,Weekday,19,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,12,0.3,15.2,2017-07-12,Weekday,25.44,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,12,0.3,15.2,2017-07-12,Weekday,13.3,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,13,2,14.5,2017-07-13,Weekday,18.61,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,13,2,14.5,2017-07-13,Weekday,25.11,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,13,2,14.5,2017-07-13,Weekday,13.01,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,14,9.1,15.7,2017-07-14,Weekday,20.17,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,14,9.1,15.7,2017-07-14,Weekday,23.17,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,14,9.1,15.7,2017-07-14,Weekday,12.25,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,15,1.2,12.4,2017-07-15,Weekend,18,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,15,1.2,12.4,2017-07-15,Weekend,24.69,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,15,1.2,12.4,2017-07-15,Weekend,8.57,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,16,0.7,12.4,2017-07-16,Weekend,18.29,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,16,0.7,12.4,2017-07-16,Weekend,27.83,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,16,0.7,12.4,2017-07-16,Weekend,9.11,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,17,3.9,15.1,2017-07-17,Weekday,18.61,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,17,3.9,15.1,2017-07-17,Weekday,25.32,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,17,3.9,15.1,2017-07-17,Weekday,13.16,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,18,9,13.7,2017-07-18,Weekday,18.99,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,18,9,13.7,2017-07-18,Weekday,25.69,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,18,9,13.7,2017-07-18,Weekday,12.83,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,19,8.4,13.2,2017-07-19,Weekday,19.27,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,19,8.4,13.2,2017-07-19,Weekday,25.74,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,19,8.4,13.2,2017-07-19,Weekday,12.7,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,20,7,10.4,2017-07-20,Weekday,19.72,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,20,7,10.4,2017-07-20,Weekday,27.03,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,20,7,10.4,2017-07-20,Weekday,13.22,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,21,2.3,13.7,2017-07-21,Weekday,18.65,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,21,2.3,13.7,2017-07-21,Weekday,24.81,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,21,2.3,13.7,2017-07-21,Weekday,13.63,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,22,3.1,12.5,2017-07-22,Weekend,18.3,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,22,3.1,12.5,2017-07-22,Weekend,26.19,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,22,3.1,12.5,2017-07-22,Weekend,9.16,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,23,8.5,15,2017-07-23,Weekend,17.21,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,23,8.5,15,2017-07-23,Weekend,25.45,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,23,8.5,15,2017-07-23,Weekend,8.95,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,24,6.8,15.8,2017-07-24,Weekday,18.5,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,24,6.8,15.8,2017-07-24,Weekday,25.36,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,24,6.8,15.8,2017-07-24,Weekday,13.16,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,25,9.6,16.7,2017-07-25,Weekday,18.07,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,25,9.6,16.7,2017-07-25,Weekday,23.27,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,25,9.6,16.7,2017-07-25,Weekday,13.01,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,26,9.9,14.8,2017-07-26,Weekday,19.15,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,26,9.9,14.8,2017-07-26,Weekday,24.29,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,26,9.9,14.8,2017-07-26,Weekday,12.43,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,27,2.1,14.5,2017-07-27,Weekday,19.69,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,27,2.1,14.5,2017-07-27,Weekday,25.05,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,27,2.1,14.5,2017-07-27,Weekday,13.47,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,28,3.9,15.6,2017-07-28,Weekday,18.98,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,28,3.9,15.6,2017-07-28,Weekday,22.79,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,28,3.9,15.6,2017-07-28,Weekday,12.51,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,29,7.6,18.2,2017-07-29,Weekend,17.96,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,29,7.6,18.2,2017-07-29,Weekend,21.08,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,29,7.6,18.2,2017-07-29,Weekend,8.69,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,30,11.1,18.2,2017-07-30,Weekend,16.91,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,30,11.1,18.2,2017-07-30,Weekend,22.16,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,30,11.1,18.2,2017-07-30,Weekend,8.23,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,07,31,4.9,15.5,2017-07-31,Weekday,18.43,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,07,31,4.9,15.5,2017-07-31,Weekday,23.78,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,07,31,4.9,15.5,2017-07-31,Weekday,11.8,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,01,1,15.7,2017-08-01,Weekday,18.42,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,01,1,15.7,2017-08-01,Weekday,24.87,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,01,1,15.7,2017-08-01,Weekday,12.77,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,02,1.5,12.7,2017-08-02,Weekday,19.04,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,02,1.5,12.7,2017-08-02,Weekday,26.62,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,02,1.5,12.7,2017-08-02,Weekday,13.46,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,03,-0.4,8.1,2017-08-03,Weekday,19.9,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,03,-0.4,8.1,2017-08-03,Weekday,28.6,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,03,-0.4,8.1,2017-08-03,Weekday,13.85,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,04,1.7,11.3,2017-08-04,Weekday,19.09,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,04,1.7,11.3,2017-08-04,Weekday,25.61,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,04,1.7,11.3,2017-08-04,Weekday,12.87,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,05,7.8,13.7,2017-08-05,Weekend,17.76,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,05,7.8,13.7,2017-08-05,Weekend,23.86,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,05,7.8,13.7,2017-08-05,Weekend,8.57,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,06,9.1,12.3,2017-08-06,Weekend,17.77,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,06,9.1,12.3,2017-08-06,Weekend,25.49,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,06,9.1,12.3,2017-08-06,Weekend,8.86,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,07,7.2,12.1,2017-08-07,Weekday,19.06,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,07,7.2,12.1,2017-08-07,Weekday,27.24,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,07,7.2,12.1,2017-08-07,Weekday,13.38,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,08,4.4,14.8,2017-08-08,Weekday,18.13,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,08,4.4,14.8,2017-08-08,Weekday,24.54,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,08,4.4,14.8,2017-08-08,Weekday,12.99,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,09,6,15.9,2017-08-09,Weekday,18.21,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,09,6,15.9,2017-08-09,Weekday,23.39,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,09,6,15.9,2017-08-09,Weekday,12.16,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,10,10.7,18.6,2017-08-10,Weekday,18.18,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,10,10.7,18.6,2017-08-10,Weekday,21.12,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,10,10.7,18.6,2017-08-10,Weekday,11.81,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,11,9.4,16.5,2017-08-11,Weekday,19,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,11,9.4,16.5,2017-08-11,Weekday,21.02,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,11,9.4,16.5,2017-08-11,Weekday,11.54,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,12,9.2,17.3,2017-08-12,Weekend,17.24,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
NC,Northcote,2017,08,12,9.2,17.3,2017-08-12,Weekend,20.88,"Residential: 79.1%
Parkland: 11.3%
Commercial: 3.4%"
PM,Port Melbourne,2017,08,12,9.2,17.3,2017-08-12,Weekend,8.1,"Commercial: 37.7%
Residential: 29.4%
Industrial: 17.1%"
DA,Dock Area,2017,08,13,8.2,17.9,2017-08-13,Weekend,16.44,"Commercial: 59%
Industrial: 25%
Parkland: 7%"
